FR,Languedoc-Roussillon,POULX,43.90798,4.41629,217.128.100.1,7494377
FR,Nord-Pas-de-Calais,LILLE,50.63297,3.05858,217.128.216.1,64193351
FR,Ile-de-France,PARIS,48.85341,2.3488,220.225.159.1,7494377
FR,Ile-de-France,PARIS,48.85341,2.3488,220.225.154.1,7494377
FR,Ile-de-France,PARIS,48.85341,2.3488,220.225.147.1,7494377
FR,Ile-de-France,PARIS,48.85341,2.3488,217.243.192.1,7494377
FR,Ile-de-France,PARIS,48.85341,2.3488,217.212.241.1,7494377
FR,Ile-de-France,PARIS,48.85341,2.3488,217.212.238.1,7494377
FR,Ile-de-France,PARIS,48.85341,2.3488,217.212.239.1,64193351
FR,Ile-de-France,PARIS,48.85341,2.3488,217.195.20.1,64193351
FR,Ile-de-France,PARIS,48.85341,2.3488,217.195.21.1,64193351
FR,Ile-de-France,PARIS,48.85341,2.3488,217.195.18.1,7494377
FR,Ile-de-France,PARIS,48.85341,2.3488,217.194.80.1,7725395
FR,Ile-de-France,PARIS,48.85341,2.3488,217.194.81.1,7725395
FR,Ile-de-France,PARIS,48.85341,2.3488,217.194.82.1,7494377
FR,Ile-de-France,PARIS,48.85341,2.3488,217.194.83.1,64193351
FR,Ile-de-France,PARIS,48.85341,2.3488,217.194.84.1,64193351
FR,Ile-de-France,PARIS,48.85341,2.3488,217.194.85.1,7494377
FR,Ile-de-France,PARIS,48.85341,2.3488,217.194.86.1,7725395
FR,Ile-de-France,PARIS,48.85341,2.3488,217.194.87.1,64193351
FR,Ile-de-France,PARIS,48.85341,2.3488,217.194.88.1,7494377
FR,Ile-de-France,PARIS,48.85341,2.3488,217.194.89.1,7494377
FR,Ile-de-France,PARIS,48.85341,2.3488,217.175.188.1,7494377
FR,Ile-de-France,PARIS,48.85341,2.3488,217.175.189.1,7494377
FR,Ile-de-France,PARIS,48.85341,2.3488,217.175.190.1,7725395
FR,Ile-de-France,PARIS,48.85341,2.3488,217.175.191.1,7725395
FR,Languedoc-Roussillon,BEZIERS,43.34762,3.21899,217.128.129.1,64193351
FR,Centre,MAINVILLIERS,48.45004,1.45607,195.36.148.1,64193351
FR,Aquitaine,BAYONNE,43.48333,-1.48333,217.128.167.1,64193351
FR,Provence-Alpes-Cote d'Azur,AIX-EN-PROVENCE,43.5283,5.44973,217.128.140.1,7494377
FR,Ile-de-France,BONDY,48.9018,2.48931,213.245.154.1,7725395
FR,Ile-de-France,BEZONS,48.92426,2.2128,217.174.217.1,64193351
FR,Ile-de-France,EVRY,48.63333,2.45,217.128.237.1,64193351
FR,Languedoc-Roussillon,PERPIGNAN,42.69764,2.89541,217.128.65.1,7494377
FR,Basse-Normandie,CAEN,49.18585,-0.35912,217.128.209.1,7494377
FR,Pays de la Loire,NANTES,47.21725,-1.55336,217.147.192.1,64193351
FR,Pays de la Loire,NANTES,47.21725,-1.55336,217.147.193.1,64193351
FR,Pays de la Loire,NANTES,47.21725,-1.55336,217.128.229.1,64193351
FR,Provence-Alpes-Cote d'Azur,MARSEILLE,43.29695,5.38107,217.128.160.1,7725395
FR,Provence-Alpes-Cote d'Azur,MARSEILLE,43.29695,5.38107,217.117.148.1,7725395
FR,Ile-de-France,BOULOGNE-BILLANCOURT,48.83333,2.25,217.195.29.1,7725395
FR,Ile-de-France,BOULOGNE-BILLANCOURT,48.83333,2.25,217.195.30.1,7725395
FR,Ile-de-France,BOULOGNE-BILLANCOURT,48.83333,2.25,217.195.31.1,7494377
FR,Ile-de-France,BOULOGNE-BILLANCOURT,48.83333,2.25,217.195.26.1,64193351
FR,Ile-de-France,BOULOGNE-BILLANCOURT,48.83333,2.25,217.195.27.1,64193351
FR,Ile-de-France,BOULOGNE-BILLANCOURT,48.83333,2.25,217.195.22.1,7725395
FR,Ile-de-France,BOULOGNE-BILLANCOURT,48.83333,2.25,217.195.23.1,7725395
FR,Ile-de-France,BOULOGNE-BILLANCOURT,48.83333,2.25,217.195.24.1,7494377
FR,Ile-de-France,BOULOGNE-BILLANCOURT,48.83333,2.25,217.195.16.1,7494377
FR,Ile-de-France,BOULOGNE-BILLANCOURT,48.83333,2.25,217.195.17.1,7494377
FR,Ile-de-France,BOULOGNE-BILLANCOURT,48.83333,2.25,217.128.83.1,7494377
FR,Rhone-Alpes,VILLEURBANNE,45.76667,4.88333,213.228.21.1,64193351
FR,Poitou-Charentes,NIORT,46.32313,-0.45877,212.198.244.1,64193351
FR,Nord-Pas-de-Calais,DOUAI,50.36667,3.06667,217.128.78.1,64193351
FR,Franche-Comte,BESANCON,47.24878,6.01815,217.13.63.1,64193351
FR,Haute-Normandie,ROUEN,49.44313,1.09932,217.169.240.1,7494377
FR,Provence-Alpes-Cote d'Azur,FREJUS,43.43286,6.73524,213.228.45.1,7494377
FR,Alsace,STRASBOURG,48.58342,7.74296,217.172.191.1,7725395
FR,Nord-Pas-de-Calais,ROUBAIX,50.69421,3.17456,217.128.241.1,7494377
FR,Ile-de-France,MELUN,48.53333,2.66667,217.128.75.1,7494377
FR,Centre,BOURGES,47.08333,2.4,217.171.17.1,7725395
FR,Provence-Alpes-Cote d'Azur,AVIGNON,43.94834,4.80892,217.128.79.1,7725395
FR,Picardie,CREIL,49.25672,2.48477,194.254.175.1,7725395
FR,Provence-Alpes-Cote d'Azur,ORANGE,44.1392,4.80791,217.167.252.1,7725395
FR,Provence-Alpes-Cote d'Azur,ORANGE,44.1392,4.80791,217.167.253.1,7494377
FR,Provence-Alpes-Cote d'Azur,ORANGE,44.1392,4.80791,217.167.246.1,7494377
FR,Champagne-Ardenne,REIMS,49.25,4.03333,217.128.81.1,7494377
FR,Nord-Pas-de-Calais,VALENCIENNES,50.35,3.53333,217.175.176.1,7725395
FR,Ile-de-France,PONTOISE,49.05,2.1,217.128.132.1,64193351
FR,Limousin,LIMOGES,45.83153,1.2578,217.119.178.1,7494377
FR,Rhone-Alpes,GRENOBLE,45.16667,5.71667,217.128.32.1,64193351
FR,Champagne-Ardenne,TROYES,48.3,4.08333,217.128.43.1,7725395
FR,Pays de la Loire,ANGERS,47.46667,-0.55,217.128.9.1,64193351
FR,Haute-Normandie,LEHAVRE,49.4938,0.10767,213.228.26.1,64193351
FR,Rhone-Alpes,SAINT-ETIENNE,45.43333,4.4,213.176.222.1,64193351
FR,Ile-de-France,MANTES-LA-JOLIE,48.98333,1.71667,217.175.186.1,64193351
FR,Alsace,MULHOUSE,47.75,7.33333,217.128.38.1,7725395
FR,Bretagne,CESSON-SEVIGNE,48.1212,-1.603,217.109.239.1,7494377
FR,Pays de la Loire,LAROCHE-SUR-YON,46.66667,-1.43333,213.44.133.1,7494377
FR,Lorraine,METZ,49.11911,6.17269,213.246.46.1,64193351
FR,Ile-de-France,CHAMPS-SUR-MARNE,48.85,2.6,217.128.28.1,7494377
FR,Ile-de-France,CHAMPS-SUR-MARNE,48.85,2.6,217.128.3.1,7494377
FR,Centre,TOURS,47.38333,0.68333,217.171.20.1,7494377
